filename, Lep, Non Lep
Leprosy-57_jpg.rf.379b9633190c7902058d23337a175e08.jpg, 1, 0
Leprosy_210823_151_jpg.rf.37ad8acfed5fc675a86719e3cb79f77d.jpg, 1, 0
Leprosy_210823_190_jpg.rf.37f1f26dc8c1d8361db2709436882390.jpg, 1, 0
Leprosy_190463_210823_4_jpg.rf.37667f24d137060e88c2a417c5efe338.jpg, 1, 0
Leprosy150963_210823_98_jpg.rf.38dbb7a7b8ad9dd9aca728396637c060.jpg, 1, 0
Leprosy_210823_183_jpg.rf.3821a734ca0c87ba3f62f6063f9b147c.jpg, 1, 0
Non-Leprosy-06_jpg.rf.384b5d5290bd2adc3984e8502237cbc3.jpg, 0, 1
Leprosy150963_210823_11_jpg.rf.37ff987a843e401e52d33a22f8e8dece.jpg, 1, 0
leprosy_-----------_210823_0_jpg.rf.383810c6e087598a31900cc7d01a9bfc.jpg, 1, 0
Leprosy_210823_45_jpg.rf.36c5a827e63dfb6319e3782c46ebfeda.jpg, 1, 0
Leprosy150963_210823_121_jpg.rf.3903048d0024773bf62c034695ef7fdd.jpg, 1, 0
Leprosy_210823_129_jpg.rf.39850a10f9cc9518a89b566bf574bc43.jpg, 1, 0
Leprosy150963_210823_68_jpg.rf.37ef14cca71082d0c2f1ac2da489ea3a.jpg, 1, 0
Leprosy-77_jpg.rf.39ed81d0f05794dee334cead8ea9abde.jpg, 1, 0
Leprosy_210823_65_jpg.rf.398a4413a9da412ad2d0fdcbc8aff8e1.jpg, 1, 0
Leprosy-72_jpg.rf.37a02cd50be119f2ec8d0ce9dbc954e5.jpg, 1, 0
Leprosy150963_210823_95_jpg.rf.39996b31ff52ef364c6df300def5966d.jpg, 1, 0
Leprosy_210823_91_jpg.rf.39a11a904daec4fce5b8df0b69da242e.jpg, 1, 0
Non_Leprosy_210823_53_jpg.rf.3ac45f62085f45e743cdf88db16aaa52.jpg, 0, 1
Leprosy-26_jpg.rf.3a59245b05b4efb9e1553a5c059b31af.jpg, 1, 0
Leprosy_140664_210823_6_jpg.rf.39306af46d62b65789e1671c3eb9f1b9.jpg, 1, 0
Leprosy_210823_155_jpg.rf.3b91dc483e39862362f6b04922de590d.jpg, 1, 0
Leprosy_210823_15_jpg.rf.39d495f2d09825474361ee96765a0191.jpg, 1, 0
Leprosy_140664_210823_6_jpg.rf.39f2eb8241060afe6d10e1f1c524bd24.jpg, 1, 0
Leprosy_-----------_210823_7_jpg.rf.3b06348628db88fb2b51c55f2ab5e761.jpg, 1, 0
Non-lep----------_210823_74_jpg.rf.3a57b1b73c1c0c1bb12fc45e209aca45.jpg, 0, 1
Leprosy_210823_12_jpg.rf.3afb900cfeaba527590174b511b08824.jpg, 1, 0
Leprosy_210823_163_jpg.rf.3b36fb4527e2a4ce1ca1baf8ae3cb81b.jpg, 1, 0
Non_Leprosy_210823_82_jpg.rf.3c176607abc953a1f3b1a4f6709b48f8.jpg, 0, 1
Leprosy_210823_183_jpg.rf.3ac3f3b9cb9a2045bb46d63ad25f96ec.jpg, 1, 0
Leprosy_210823_15_jpg.rf.3b9101d0c8d16c096e024aa73e984f23.jpg, 1, 0
Leprosy_210823_189_jpg.rf.3c85b9130eab057667f0ccaf2c94a964.jpg, 1, 0
Non_Leprosy_210823_30_jpg.rf.3d21e94a200927587149738eaf5ddf0d.jpg, 0, 1
Leprosy_210823_118_jpg.rf.3c231247c90e300bc2ee7accb37a0e22.jpg, 1, 0
Non_Leprosy_210823_0_jpg.rf.3814a343ad64523f15966f3fdafe6a36.jpg, 0, 1
Leprosy_----------_210823_25_jpg.rf.3cbff593da555a214fcdb1ad89853bad.jpg, 1, 0
Non_Leprosy_210823_35_jpg.rf.3cadb5ec406025a2b592685fd1c4ef3a.jpg, 0, 1
Non-lep----------_210823_35_jpg.rf.3cbbc4522f6cb287ffd5cd77841876ab.jpg, 0, 1
Leprosy150963_210823_20_jpg.rf.3dbee5a075d612df3e039a1e94244d54.jpg, 1, 0
Leprosy_-----------_210823_0_jpg.rf.3df9703d61a64535294318437fe2f607.jpg, 1, 0
Leprosy_210823_41_jpg.rf.3d83af1126adb8fe9ba5e7f86db65f77.jpg, 1, 0
Non-lep----------_210823_68_jpg.rf.3e0eb4878c357bbe003749f606acd1ad.jpg, 0, 1
Leprosy-22_jpg.rf.3e1728a8310ee50a14caf4ad95a23353.jpg, 1, 0
Non_Leprosy_210823_49_jpg.rf.3e39370da5472f702c102b4a8da31851.jpg, 0, 1
Non_Leprosy_210823_80_jpg.rf.3c63b315497d871cd5de1e5de631b51b.jpg, 0, 1
Leprosy_210823_23_jpg.rf.3e543f067f0869924ac3deed4dcd10ba.jpg, 1, 0
Leprosy150963_210823_121_jpg.rf.3cc20040e91b0d4edeea3a287cf1b7dc.jpg, 1, 0
Leprosy150963_210823_48_jpg.rf.3ee545cd3245d1f8b0b3614d5ac97b23.jpg, 1, 0
Non_Leprosy_210823_48_jpg.rf.3e73a69082d326b288060bd8fc16f2b6.jpg, 0, 1
Non_Leprosy_210823_87_jpg.rf.3eeda91c23148656312581b85f591394.jpg, 0, 1
Non_Leprosy_210823_41_jpg.rf.3ef72b4e62e8ac2c6498faad0a4ec7a7.jpg, 0, 1
Leprosy_210823_87_jpg.rf.411a270e1ad375b713888da0107e1f98.jpg, 1, 0
Non_Leprosy_210823_30_jpg.rf.3db51e1edba42fb9135cd94f016a1956.jpg, 0, 1
Leprosy_----------_210823_10_jpg.rf.3f20fff47bd7256e02ef9aa62a5a5f76.jpg, 1, 0
Leprosy_----------_210823_24_jpg.rf.3ecf4a39ddfcf9b219154faae4bbb5c0.jpg, 1, 0
Leprosy_240564_210823_1_jpg.rf.411740b16aebc7013acaaba83073dd78.jpg, 1, 0
Leprosy_210823_172_jpg.rf.3fb32764026585478bdfa290ae7fc4d4.jpg, 1, 0
Leprosy150963_210823_127_jpg.rf.3c564d77668d4f332e742769ab43747a.jpg, 1, 0
Leprosy150963_210823_33_jpg.rf.4085d8a588845db0889d6f843e397238.jpg, 1, 0
Leprosy150963_210823_125_jpg.rf.3e9997196e040f6de2667e92b5852bec.jpg, 1, 0
Non_Leprosy_210823_29_jpg.rf.3f5fececd679bd5051574f0e5dc76614.jpg, 0, 1
Leprosy_----------_210823_14_jpg.rf.412a554ff460e47ba5d307e571c1d2c4.jpg, 1, 0
Leprosy_210823_67_jpg.rf.410dbbbcb7052fbf783df10889be5e37.jpg, 1, 0
Leprosy_----------_210823_27_jpg.rf.413e475039414fee79bb3248d81ff1f5.jpg, 1, 0
Leprosy_210823_188_jpg.rf.4188160eca3706320c34408015564a35.jpg, 1, 0
Leprosy150963_210823_18_jpg.rf.3fea538de2b2a9524d1bc8e16ae255e8.jpg, 1, 0
Non_Leprosy_210823_21_jpg.rf.416feb59b8866173dc9dd6c5b06d3478.jpg, 0, 1
Leprosy_-------_210823_19_jpg.rf.41b9941c7da91206853543c8865708b6.jpg, 1, 0
Leprosy150963_210823_68_jpg.rf.43e47a8c4c9707f77ad89c00f91d6312.jpg, 1, 0
Leprosy_210823_169_jpg.rf.45693fffbf367e17e383c3a3fba1c0d5.jpg, 1, 0
Non-Leprosy-06_jpg.rf.42eda871166b621cb335903028b1bf7b.jpg, 0, 1
Non-lep----------_210823_59_jpg.rf.431b6895997fba5122b2426b9e5952cd.jpg, 0, 1
Leprosy_190463_210823_2_jpg.rf.400882151ee707900a51beb2c3a90228.jpg, 1, 0
Leprosy_-----------_210823_1_jpg.rf.4369b574183b952917dd26eea796deee.jpg, 1, 0
Leprosy_190463_210823_7_jpg.rf.40fa31cd8c14949f72cf6ffed51c6a26.jpg, 1, 0
Non_Leprosy_210823_59_jpg.rf.436ade20d223562712769ce8a8db6705.jpg, 0, 1
Leprosy_210823_84_jpg.rf.45a106d47127fdea210d0726387cffd2.jpg, 1, 0
Non_Leprosy_210823_5_jpg.rf.4531d4f8fa4c36a45089f5633d34167e.jpg, 0, 1
Non_Leprosy_210823_79_jpg.rf.42a9aefc602e8549b3171cfc6221f94a.jpg, 0, 1
Leprosy150963_210823_98_jpg.rf.454998617d6349ed0fed9e314ad3f586.jpg, 1, 0
Non-Leprosy-10_jpg.rf.454c1afaf3cdcd3075ff1868e81b6ed4.jpg, 0, 1
Leprosy150963_210823_122_jpg.rf.449061d7535f04ee20653b9d9683afb6.jpg, 1, 0
Non_Leprosy_210823_57_jpg.rf.44c22c23a975a21b5903f01b09a192ab.jpg, 0, 1
Non_Leprosy_210823_71_jpg.rf.41a12db57399604d928038440983913f.jpg, 0, 1
Leprosy_210823_164_jpg.rf.45e0d7ae44be3d8673a730e7ee5fe8f7.jpg, 1, 0
Non_Leprosy_210823_39_jpg.rf.4629d3d3e26d4381a812c29a67b8c932.jpg, 0, 1
Non-lep----------_210823_52_jpg.rf.47bc2fbf45e9ea8116365f3e5fbb24a1.jpg, 0, 1
Leprosy_-----------_210823_13_jpg.rf.467f765a20599d28ee2f584521b84d84.jpg, 1, 0
Leprosy_210823_143_jpg.rf.476ff47b103bb01c94525e6acaa18afa.jpg, 1, 0
Non_Leprosy_210823_98_jpg.rf.4841f3c20f657e1c452d01feb538c846.jpg, 0, 1
Leprosy_-----------_210823_15_jpg.rf.46c00ff9b8d2dd20eed6b7e49871e980.jpg, 1, 0
Leprosy_----------_210823_10_jpg.rf.49008fae91585dc0957438dd15ed6a29.jpg, 1, 0
Leprosy150963_210823_93_jpg.rf.48f0c7c565498a6cfd454960a10531f1.jpg, 1, 0
Leprosy_----------_210823_15_jpg.rf.4521ba5fb87dcbff16b46b6e85141c80.jpg, 1, 0
Leprosy_210823_23_jpg.rf.48bd0228e608dc9b280e44b39943153b.jpg, 1, 0
Leprosy-75_jpg.rf.48f68fb83e27cdddbafca50f2f0d01e5.jpg, 1, 0
Non_Leprosy_210823_98_jpg.rf.47b2c0247bb3f09ec1542b99302324cc.jpg, 0, 1
Leprosy_210823_113_jpg.rf.466e89852571323ac680cec19a665320.jpg, 1, 0
Leprosy_----------_210823_7_jpg.rf.4850daa4c23545111ad89169a4c1856a.jpg, 1, 0
Leprosy_210823_119_jpg.rf.48f8400853095123351627a70f551340.jpg, 1, 0
Leprosy_210823_28_jpg.rf.47692c0abf051bb99b6e4a21b28c2379.jpg, 1, 0
Leprosy_-------_210823_14_jpg.rf.47c91f2457584ffc0d55d04d6ff9940b.jpg, 1, 0
Leprosy_210823_69_jpg.rf.42fe3b401c6bc25c6ce9a98fe0c4f02c.jpg, 1, 0
Non-lep----------_210823_12_jpg.rf.4979accf7745f444ed87cfcd494dda92.jpg, 0, 1
Non_Leprosy_210823_20_jpg.rf.4901bf2d9473e1f28cee43864e28e493.jpg, 0, 1
Leprosy-28_jpg.rf.4a96388ae1c30063c287c5ffa65cb679.jpg, 1, 0
Leprosy_----------_210823_22_jpg.rf.49add9b606bb57a00d88922573d19dce.jpg, 1, 0
Leprosy_210823_58_jpg.rf.4a30a82d1bb7c4edb7ea5d7fc81de2ce.jpg, 1, 0
Leprosy_210823_99_jpg.rf.49cf3acb4ceca3ebbd6490262f3b0d27.jpg, 1, 0
Leprosy_210823_19_jpg.rf.42aea2813c40c0df289aa6c5da64cc32.jpg, 1, 0
Leprosy_210823_44_jpg.rf.494f92d5dfd1b014a30b31b717400897.jpg, 1, 0
Leprosy150963_210823_126_jpg.rf.4924fc129931195a00e98d29bb153211.jpg, 1, 0
Leprosy_210823_142_jpg.rf.49f18e37c3fd049ebddae98d9fb28dca.jpg, 1, 0
Leprosy150963_210823_105_jpg.rf.49d29e753899d7e3d9040cca03b183fe.jpg, 1, 0
Leprosy_210823_16_jpg.rf.4af59e90427b774ad3a58a3c9b670e49.jpg, 1, 0
Leprosy-17_jpg.rf.4ba249a74a8607c90b24f487a8275268.jpg, 1, 0
Leprosy_210823_53_jpg.rf.4b37541b803849cf6f82a77a947e078f.jpg, 1, 0
Leprosy_210823_49_jpg.rf.4cbaa747ffd96eec85f30521d98f8203.jpg, 1, 0
Leprosy-09_jpg.rf.4b41467d7c408b6c3f7433d94bde3c95.jpg, 1, 0
Leprosy150963_210823_99_jpg.rf.4c41011e5dd506dbe19fa6967dbad0bd.jpg, 1, 0
